method,num_tokens,mean_nll,perplexity,mean_candidate_ratio,mean_prepack_ms,mean_decode_ms_per_token,mean_candidate_search_ms_per_token,mean_cache_update_ms_per_token,mean_selected_attention_ms_per_token,mean_candidate_search_ops_proxy,mean_topk_recall,mean_attention_mass_recall,mean_score_mae,mean_score_normalized_mae,mean_spearman_correlation,metadata_bytes_per_token,packed_k_bytes_per_token
fier_triton_g32_b4096,128,1.7209508646823224,5.589841120568494,0.24903606455111665,0.0,608.4128623479046,33.443497338781526,7.480258616851643,148.78376282460522,12315888000.0,0.7167536616325378,0.9871905055042589,,,,0,
