block_idx,step,context_tokens,method,nll,candidate_ratio,prefix_ms_shared,prepack_ms,decode_ms,candidate_search_ms,cache_update_ms,selected_attention_ms,candidate_search_ops_proxy,topk_recall,budget,group_size,context_length,planned_num_blocks,model_id
0,0,4096,full_attention,0.000301673193462193,1.0,1059.664350003004,0.0,306.22171238064766,29.224832038860768,2.2459328174591064,144.23756842315197,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,1,4097,full_attention,7.998623186722398e-05,1.0,1059.664350003004,0.0,306.13044649362564,29.456096037989482,9.14693996310234,143.718335095793,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,2,4098,full_attention,0.00019500737835187465,1.0,1059.664350003004,0.0,289.5269878208637,27.515999927651137,2.0562373101711273,135.38802944496274,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,3,4099,full_attention,1.0847986231965479e-05,1.0,1059.664350003004,0.0,286.8181839585304,27.21923187817447,2.0423978567123413,133.68831975758076,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,4,4100,full_attention,0.00013433984713628888,1.0,1059.664350003004,0.0,288.98440673947334,27.321631838334724,2.0621754229068756,135.41366244480014,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,5,4101,full_attention,0.0001212284987559542,1.0,1059.664350003004,0.0,318.40522959828377,30.34899204177782,2.0885542035102844,149.87977553158998,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,6,4102,full_attention,0.00023016665363684297,1.0,1059.664350003004,0.0,285.6157198548317,27.03766381321475,2.064041793346405,133.25510331988335,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,7,4103,full_attention,0.010379500687122345,1.0,1059.664350003004,0.0,288.89964148402214,26.980351759120822,2.0716823637485504,132.58748821914196,0.0,,1024,0,4096,5,meta-llama/Llama-3.1-8B
0,0,4096,quest_p16_b2048,0.00018821375851985067,0.5000015258789062,1059.664350003004,0.0,728.678110986948,429.3935991721228,2.074848860502243,151.66918382421136,0.0,,2048,0,4096,5,meta-llama/Llama-3.1-8B
0,1,4097,quest_p16_b2048,8.141662692651153e-05,0.5001220405174518,1059.664350003004,0.0,759.3784108757973,476.5800651186146,10.188870131969452,149.7154870890081,0.0,,2048,0,4096,5,meta-llama/Llama-3.1-8B
0,2,4098,quest_p16_b2048,0.07708646357059479,0.49990467911176184,1059.664350003004,0.0,772.7727442979813,485.9445771696046,2.0931288599967957,149.67187157273293,0.0,,2048,0,4096,5,meta-llama/Llama-3.1-8B
0,3,4099,quest_p16_b2048,0.00026913834153674543,0.49953291453199966,1059.664350003004,0.0,786.693636327982,493.5049601816572,2.0707473158836365,153.25116768479347,0.0,,2048,0,4096,5,meta-llama/Llama-3.1-8B
