block_idx,step,context_tokens,method,nll,candidate_ratio,prefix_ms_shared,prepack_ms,decode_ms,candidate_search_ms,cache_update_ms,selected_attention_ms,candidate_search_ops_proxy,topk_recall,budget,group_size,context_length,planned_num_blocks,model_id
0,0,32768,full_attention,6.70869255065918,1.0,8027.501806616783,0.0,360.1706884801388,4.806975933723152,14.734037220478058,258.7177293598652,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,1,32769,full_attention,0.00543414568528533,1.0,8027.501806616783,0.0,360.9129786491394,4.870975934900343,16.569465398788452,258.65545785427094,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,2,32770,full_attention,3.944615125656128,1.0,8027.501806616783,0.0,360.3833094239235,4.56886394880712,14.553714543581009,259.0077467560768,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,3,32771,full_attention,1.769931435585022,1.0,8027.501806616783,0.0,361.0127158463001,4.835711944382638,14.633070677518845,259.9876793920994,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,4,32772,full_attention,0.2031051218509674,1.0,8027.501806616783,0.0,360.27705669403076,4.378175972029567,14.520358294248581,259.4674877524376,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,5,32773,full_attention,7.061924934387207,1.0,8027.501806616783,0.0,359.1485247015953,4.572607972659171,14.51103389263153,258.7669789940119,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,6,32774,full_attention,3.0192906856536865,1.0,8027.501806616783,0.0,359.33126136660576,4.675935938488692,14.52808827161789,258.4298906326294,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,7,32775,full_attention,6.672183990478516,1.0,8027.501806616783,0.0,361.3939881324768,4.601247951388359,14.528267085552216,260.18518510460854,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,8,32776,full_attention,0.30478930473327637,1.0,8027.501806616783,0.0,360.886137932539,4.583135955501348,14.51440155506134,259.91612923145294,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,9,32777,full_attention,0.6683253049850464,1.0,8027.501806616783,0.0,358.9680828154087,4.58303995244205,14.715217053890228,258.69126695394516,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,10,32778,full_attention,0.2082466185092926,1.0,8027.501806616783,0.0,359.2633120715618,4.563231953885406,14.537148177623749,258.492579087615,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,11,32779,full_attention,1.3392713069915771,1.0,8027.501806616783,0.0,361.13420501351357,4.42454397212714,14.533869922161102,259.97440016269684,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,12,32780,full_attention,0.3072412610054016,1.0,8027.501806616783,0.0,361.2918257713318,4.556255974341184,14.522887766361237,260.15484595298767,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,13,32781,full_attention,2.929044008255005,1.0,8027.501806616783,0.0,360.7121370732784,4.416991972597316,14.526482671499252,259.86364620923996,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,14,32782,full_attention,0.0014019908849149942,1.0,8027.501806616783,0.0,360.5550304055214,4.377023966982961,14.541462063789368,259.4929590821266,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,15,32783,full_attention,3.1714258193969727,1.0,8027.501806616783,0.0,360.76606810092926,4.344543973682448,14.669902622699738,260.72678020596504,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,16,32784,full_attention,3.406306028366089,1.0,8027.501806616783,0.0,360.66972836852074,4.387071976205334,14.542099088430405,260.67148408293724,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,17,32785,full_attention,0.7248373031616211,1.0,8027.501806616783,0.0,361.47890239953995,4.363359972136095,14.544826000928879,260.1012144982815,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,18,32786,full_attention,0.22371025383472443,1.0,8027.501806616783,0.0,361.3268956542015,4.687967943958938,14.51990008354187,260.20147171616554,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,19,32787,full_attention,4.857872486114502,1.0,8027.501806616783,0.0,361.6357259452343,4.5828799502924085,14.540519565343857,261.24492475390434,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,20,32788,full_attention,2.0872504711151123,1.0,8027.501806616783,0.0,361.8997782468796,4.894079947844148,14.516420662403107,260.67782032489777,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,21,32789,full_attention,0.687964141368866,1.0,8027.501806616783,0.0,360.2718263864517,4.581247948575765,14.739442616701126,259.7348490059376,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,22,32790,full_attention,1.7057597637176514,1.0,8027.501806616783,0.0,360.5336621403694,4.612447946332395,14.528259634971619,259.95689502358437,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,23,32791,full_attention,2.6870152950286865,1.0,8027.501806616783,0.0,361.32029443979263,4.860479940427467,14.530960470438004,260.6796761751175,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,24,32792,full_attention,0.36341777443885803,1.0,8027.501806616783,0.0,361.6308346390724,4.721567951608449,14.539763331413269,260.4543964266777,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,25,32793,full_attention,1.0085622072219849,1.0,8027.501806616783,0.0,464.5656794309616,4.914879945106804,14.531143009662628,259.96799924969673,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,26,32794,full_attention,0.9473350644111633,1.0,8027.501806616783,0.0,359.84260961413383,4.387967975344509,14.541719108819962,259.2226562201977,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,27,32795,full_attention,0.535269021987915,1.0,8027.501806616783,0.0,361.4945784211159,4.490783964050934,14.723200350999832,260.77695655822754,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,28,32796,full_attention,1.1846050024032593,1.0,8027.501806616783,0.0,360.8386479318142,4.401567973662168,14.524899423122406,260.6983654201031,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,29,32797,full_attention,0.6958791613578796,1.0,8027.501806616783,0.0,360.3851944208145,4.746463967021555,14.527373015880585,259.9884784221649,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
0,30,32798,full_attention,3.186380386352539,1.0,8027.501806616783,0.0,360.6802187860012,4.853855949826539,14.518547803163528,260.13100600242615,0.0,,1024,0,32768,4,meta-llama/Llama-3.1-8B
