block_idx,step,context_tokens,method,nll,candidate_ratio,prefix_ms_shared,prepack_ms,decode_ms,candidate_search_ms,cache_update_ms,selected_attention_ms,candidate_search_ops_proxy,topk_recall,attention_mass_recall,score_mae,score_normalized_mae,spearman_correlation,metadata_bytes_per_token,packed_k_bytes_per_token,budget,group_size
0,0,32768,quest_b4096,6.64034366607666,0.12500006357828777,8100.687555968761,0.0,788.452010601759,488.64131437893957,14.688685536384583,150.71247877180576,0.0,,,,,,0,,4096,0
0,1,32769,quest_b4096,0.005525435321033001,0.125026702065977,8100.687555968761,0.0,937.710952013731,624.3041611262597,17.7423357963562,156.79171158373356,0.0,,,,,,0,,4096,0
0,2,32770,quest_b4096,3.8198416233062744,0.125022409978639,8100.687555968761,0.0,953.2480426132679,631.8790400498547,14.545023441314697,163.63843390345573,0.0,,,,,,0,,4096,0
0,3,32771,quest_b4096,1.6513551473617554,0.12501284163844048,8100.687555968761,0.0,963.4347856044769,636.529536107555,14.507737010717392,167.66924941539764,0.0,,,,,,0,,4096,0
0,4,32772,quest_b4096,0.02342013642191887,0.12499087762927702,8100.687555968761,0.0,926.1704608798027,615.1469772066921,14.529407024383545,156.3478403389454,0.0,,,,,,0,,4096,0
0,5,32773,quest_b4096,6.713497638702393,0.12496491013944405,8100.687555968761,0.0,934.5500133931637,620.025504603982,14.513622969388962,158.31321647763252,0.0,,,,,,0,,4096,0
0,6,32774,quest_b4096,3.769153356552124,0.1249272161876284,8100.687555968761,0.0,910.6276594102383,599.9242891957983,14.605794101953506,154.35721541941166,0.0,,,,,,0,,4096,0
0,7,32775,quest_b4096,6.345264434814453,0.1249011568777015,8100.687555968761,0.0,931.9514557719231,611.4784333691932,14.523357152938843,162.65062446892262,0.0,,,,,,0,,4096,0
0,8,32776,quest_b4096,0.2685103416442871,0.12485698376861118,8100.687555968761,0.0,929.3720498681068,603.6498881974258,14.529705047607422,165.63520120084286,0.0,,,,,,0,,4096,0
0,9,32777,quest_b4096,0.6880918741226196,0.1248235551352066,8100.687555968761,0.0,901.4731682837009,582.355872171931,14.522813260555267,161.6856967806816,0.0,,,,,,0,,4096,0
0,10,32778,quest_b4096,0.2762598395347595,0.12482019189700409,8100.687555968761,0.0,890.476405620575,572.725855410099,14.610592275857925,160.77174419164658,0.0,,,,,,0,,4096,0
0,11,32779,quest_b4096,1.5266191959381104,0.1248301122670002,8100.687555968761,0.0,873.721819370985,560.9899187802803,14.771495014429092,158.16835157573223,0.0,,,,,,0,,4096,0
0,12,32780,quest_b4096,0.25585970282554626,0.12484587909294285,8100.687555968761,0.0,873.0812296271324,559.8417269974016,14.518290758132935,158.01398374140263,0.0,,,,,,0,,4096,0
0,13,32781,quest_b4096,3.381957530975342,0.12486895356049744,8100.687555968761,0.0,855.8994196355343,550.9746874724515,14.526624232530594,153.31919936835766,0.0,,,,,,0,,4096,0
0,14,32782,quest_b4096,0.0027165436185896397,0.1248899929839546,8100.687555968761,0.0,874.4305744767189,562.0564140733331,14.689292758703232,156.9118069857359,0.0,,,,,,0,,4096,0
0,15,32783,quest_b4096,3.331401824951172,0.12491439923130891,8100.687555968761,0.0,856.2795296311378,547.6402228428051,14.551203697919846,154.8081590384245,0.0,,,,,,0,,4096,0
0,16,32784,quest_b4096,5.082634925842285,0.12493966187774525,8100.687555968761,0.0,818.6805509030819,508.2274254132062,14.662794768810272,156.57212735712528,0.0,,,,,,0,,4096,0
0,17,32785,quest_b4096,0.47414904832839966,0.1249656855269178,8100.687555968761,0.0,1053.7862479686737,624.4624324552715,14.524884521961212,158.34361578524113,0.0,,,,,,0,,4096,0
0,18,32786,quest_b4096,0.9707720279693604,0.12496139739522967,8100.687555968761,0.0,952.9308825731277,632.782303805463,14.522586017847061,160.82067254185677,0.0,,,,,,0,,4096,0
0,19,32787,quest_b4096,6.389966011047363,0.12493270961051636,8100.687555968761,0.0,950.5978636443615,629.9578887522221,14.519225805997849,160.65145654976368,0.0,,,,,,0,,4096,0
0,20,32788,quest_b4096,2.123584747314453,0.12486173803424017,8100.687555968761,0.0,928.0384555459023,611.1413445286453,14.528036117553711,159.38400007784367,0.0,,,,,,0,,4096,0
0,21,32789,quest_b4096,0.591806173324585,0.12480786239287565,8100.687555968761,0.0,892.3617489635944,585.6786235277541,14.54155147075653,153.76847910881042,0.0,,,,,,0,,4096,0
0,22,32790,quest_b4096,1.990882158279419,0.12477155763952424,8100.687555968761,0.0,899.0783020853996,586.513505120296,14.528725296258926,156.1798715442419,0.0,,,,,,0,,4096,0
0,23,32791,quest_b4096,2.2530462741851807,0.12473760584713285,8100.687555968761,0.0,881.6029280424118,573.3083514738828,14.572981745004654,154.58582340180874,0.0,,,,,,0,,4096,0
0,24,32792,quest_b4096,1.9027775526046753,0.12473059358989998,8100.687555968761,0.0,877.2627152502537,564.5563514824025,14.657404273748398,157.09001633524895,0.0,,,,,,0,,4096,0
0,25,32793,quest_b4096,1.1795806884765625,0.12474054422183596,8100.687555968761,0.0,887.4466083943844,571.2537592984736,14.526937156915665,159.27247995138168,0.0,,,,,,0,,4096,0
0,26,32794,quest_b4096,1.1238027811050415,0.12474395087516009,8100.687555968761,0.0,858.05943608284,552.5140471816994,14.532249420881271,153.45631931722164,0.0,,,,,,0,,4096,0
0,27,32795,quest_b4096,0.5066218376159668,0.12475758499771307,8100.687555968761,0.0,875.617977231741,562.481439165771,14.91967961192131,159.0924156755209,0.0,,,,,,0,,4096,0
0,28,32796,quest_b4096,1.036820411682129,0.12478068336585763,8100.687555968761,0.0,865.5882067978382,553.8823342402466,14.541815966367722,158.27695906162262,0.0,,,,,,0,,4096,0
0,29,32797,quest_b4096,0.6620819568634033,0.12480549542132918,8100.687555968761,0.0,881.5598413348198,561.1390072032809,14.52350988984108,161.07807993888855,0.0,,,,,,0,,4096,0
0,30,32798,quest_b4096,3.3252651691436768,0.12483021068357826,8100.687555968761,0.0,851.2277007102966,548.4220144313294,14.53712210059166,151.09385441243649,0.0,,,,,,0,,4096,0
0,31,32799,quest_b4096,11.071608543395996,0.12485447981137636,8100.687555968761,0.0,869.0099120140076,553.8626244948246,14.507561922073364,160.1109126508236,0.0,,,,,,0,,4096,0
0,32,32800,quest_b4096,0.11493342369794846,0.12487868394308943,8100.687555968761,0.0,796.925712376833,493.50454565742984,14.691304415464401,151.65612587332726,0.0,,,,,,0,,4096,0
0,33,32801,quest_b4096,3.7361764907836914,0.12490472851437456,8100.687555968761,0.0,971.1643792688847,645.0608634185046,14.53748345375061,166.77587243914604,0.0,,,,,,0,,4096,0
0,34,32802,quest_b4096,4.864643096923828,0.12490044433266265,8100.687555968761,0.0,966.7317122220993,643.2100163684227,14.53707367181778,164.89513681828976,0.0,,,,,,0,,4096,0
0,35,32803,quest_b4096,3.929931163787842,0.12487310611834283,8100.687555968761,0.0,925.0840172171593,611.7883207150735,14.550518244504929,156.47340758144855,0.0,,,,,,0,,4096,0
0,36,32804,quest_b4096,0.34871143102645874,0.12478638910905174,8100.687555968761,0.0,920.4817488789558,606.332799998112,14.544457197189331,157.70083151757717,0.0,,,,,,0,,4096,0
0,37,32805,quest_b4096,2.8140666484832764,0.12473555860387137,8100.687555968761,0.0,921.4268624782562,602.3449912089854,14.537118375301361,160.9088320285082,0.0,,,,,,0,,4096,0
0,38,32806,quest_b4096,0.0014153235824778676,0.12468450893129306,8100.687555968761,0.0,908.293005079031,590.9267834536731,14.548331499099731,160.29500809311867,0.0,,,,,,0,,4096,0
0,39,32807,quest_b4096,0.004200564697384834,0.12464660743134087,8100.687555968761,0.0,892.7459307014942,575.8136005257256,14.546051621437073,159.7335675805807,0.0,,,,,,0,,4096,0
0,40,32808,quest_b4096,6.296826362609863,0.1246477612167764,8100.687555968761,0.0,877.7381591498852,566.04198327614,14.639075845479965,156.5103671401739,0.0,,,,,,0,,4096,0
0,41,32809,quest_b4096,5.447716102935374e-05,0.12467615593282332,8100.687555968761,0.0,888.4069323539734,570.980928743491,14.535725116729736,160.1730244755745,0.0,,,,,,0,,4096,0
0,42,32810,quest_b4096,1.5531461238861084,0.12467334019099868,8100.687555968761,0.0,1004.1064210236073,567.3058239161037,14.539405703544617,159.9572476297617,0.0,,,,,,0,,4096,0
0,43,32811,quest_b4096,0.03853510320186615,0.12469198591935632,8100.687555968761,0.0,862.3955249786377,553.3040953697637,14.525026082992554,155.88518288731575,0.0,,,,,,0,,4096,0
0,44,32812,quest_b4096,0.005535630509257317,0.12471221783697022,8100.687555968761,0.0,862.0463274419308,554.2114560701884,14.739550650119781,154.93180663883686,0.0,,,,,,0,,4096,0
0,45,32813,quest_b4096,1.1695526838302612,0.1247393055597883,8100.687555968761,0.0,859.8812557756901,550.7604788774624,14.542154967784882,154.8374714255333,0.0,,,,,,0,,4096,0
0,46,32814,quest_b4096,1.2169133424758911,0.12476505835923692,8100.687555968761,0.0,889.9236470460892,569.4911997143645,14.540966600179672,162.73302425444126,0.0,,,,,,0,,4096,0
0,47,32815,quest_b4096,4.65281343460083,0.12479157143582711,8100.687555968761,0.0,874.7807778418064,557.5643197870813,14.540474861860275,160.5252799242735,0.0,,,,,,0,,4096,0
0,48,32816,quest_b4096,0.7216616868972778,0.12481741630099139,8100.687555968761,0.0,872.9888238012791,544.3086399435997,14.643862843513489,167.52659305930138,0.0,,,,,,0,,4096,0
0,49,32817,quest_b4096,0.01419929601252079,0.12484383094128043,8100.687555968761,0.0,940.2502663433552,624.4106890964322,14.54344391822815,158.49007976055145,0.0,,,,,,0,,4096,0
0,50,32818,quest_b4096,6.887197494506836,0.12483955070388202,8100.687555968761,0.0,950.8465230464935,634.2870730319992,14.535244554281235,159.22259198129177,0.0,,,,,,0,,4096,0
0,51,32819,quest_b4096,0.7382181286811829,0.124805562326701,8100.687555968761,0.0,943.5677155852318,624.1067851539701,14.5578533411026,158.8629755526781,0.0,,,,,,0,,4096,0
0,52,32820,quest_b4096,4.33339262008667,0.12476557739183425,8100.687555968761,0.0,931.0715422034264,615.248128500767,14.53033834695816,158.36403116583824,0.0,,,,,,0,,4096,0
0,53,32821,quest_b4096,0.01603645831346512,0.12471283629383627,8100.687555968761,0.0,912.505105137825,601.5882567150984,14.542024582624435,155.54787129163742,0.0,,,,,,0,,4096,0
0,54,32822,quest_b4096,0.007068034261465073,0.12462198246095099,8100.687555968761,0.0,887.7613432705402,576.9353285464458,14.54126462340355,155.38675117492676,0.0,,,,,,0,,4096,0
0,55,32823,quest_b4096,1.0407743453979492,0.12462869024769217,8100.687555968761,0.0,900.3317542374134,584.2115831747651,14.77121189236641,160.34185594320297,0.0,,,,,,0,,4096,0
