method,num_tokens,mean_nll,perplexity,mean_candidate_ratio,mean_prepack_ms,mean_decode_ms_per_token,mean_candidate_search_ms_per_token,mean_cache_update_ms_per_token,mean_selected_attention_ms_per_token,mean_candidate_search_ops_proxy,mean_topk_recall
bit2_qk_cuda_popc_g128_b4096,512,2.505452845191044,12.249104658175243,0.12475839324736661,0.0,1181.5167486784048,83.02452568444596,14.574545180948917,155.07284796028398,30920130720.0,0.3783390765388803
bit2_qk_cuda_popc_g256_b4096,512,2.4802654952034118,11.944435187168112,0.12475839324736661,0.0,1242.2696413850645,143.80471857572138,14.583705589757301,155.18672302816412,30920130720.0,0.3796889593203864
bit2_qk_cuda_popc_g32_b4096,512,2.528040597452403,12.528932847107786,0.12475839324736661,0.0,1130.5037488273229,31.434092921843785,14.564613666152582,155.50153793486243,30920130720.0,0.373211053510507
bit2_qk_cuda_popc_g64_b4096,512,2.5160192160119683,12.379219450200893,0.12475839324736661,0.0,1151.6765689229942,53.16879507297472,14.585663273464888,154.96941862461972,30920130720.0,0.3764675299326577
