method,num_samples,mean_nll,perplexity,mean_candidate_ratio,mean_decode_ms,total_decode_ms,mean_candidate_search_ms,total_candidate_search_ms,mean_candidate_search_ops_proxy,total_candidate_search_ops_proxy,mean_selected_attention_ms,total_selected_attention_ms,mean_topk_recall
bit2_qk_g32_b1024,4,1.323012314736843,3.7547147416861404,0.13020833333333331,1578.4063008613884,6313.625203445554,1283.6476956629194,5134.590782651678,9624698880.0,38498795520.0,160.7239840477705,642.895936191082,
bit2_qk_g32_b2048,4,1.290972001850605,3.6363193476698497,0.26041666666666663,1574.5505797676742,6298.202319070697,1281.3054238967597,5125.221695587039,9634529280.0,38538117120.0,160.41214414685965,641.6485765874386,
bit2_qk_g64_b1024,4,1.3221874460577965,3.7516188721154284,0.13020833333333331,1577.978742774576,6311.914971098304,1282.8187757828273,5131.275103131309,9624698880.0,38498795520.0,160.28747998550534,641.1499199420214,
bit2_qk_g64_b2048,4,1.3357939720153809,3.80301423491903,0.26041666666666663,1573.855725582689,6295.422902330756,1281.8251356822439,5127.300542728975,9634529280.0,38538117120.0,159.96021604165435,639.8408641666174,
fier_g32_b1024,4,1.2481959201395512,3.4840517766288723,0.13020833333333331,757.7605764381588,3031.042305752635,456.0796075859107,1824.3184303436428,7648051200.0,30592204800.0,164.31445586308837,657.2578234523535,
fier_g32_b2048,4,1.2407516837120056,3.458211969623662,0.26041666666666663,730.2169762551785,2920.867905020714,440.83873607032,1763.35494428128,7657881600.0,30631526400.0,158.73867195099592,634.9546878039837,
fier_g64_b1024,4,1.2362441811710596,3.4426591489058693,0.13020833333333331,728.5232916474342,2914.093166589737,438.08416802994907,1752.3366721197963,7648051200.0,30592204800.0,157.55706396698952,630.2282558679581,
fier_g64_b2048,4,1.237617438659072,3.44739005399272,0.26041666666666663,726.7648191191256,2907.0592764765024,439.46812806883827,1757.872512275353,7657881600.0,30631526400.0,157.82650390267372,631.3060156106949,
