block_idx,query_position,context_tokens,target_token_id,method,nll,candidate_ratio,sparse_head_calls,prefix_ms_shared,decode_ms,candidate_search_ms,candidate_search_ops_proxy,selected_attention_ms,single_token_decode_ms,single_token_search_ms,single_token_attention_ms,topk_recall,budget,group_size
0,4095,4096,30758,fier_g32_b1024,3.820084810256958,0.25,960,649.1335462778807,810.0323006510735,473.37942164577544,3059220480.0,183.30787159502506,810.0323006510735,473.37942164577544,183.30787159502506,,1024,32
0,4095,4096,30758,fier_g32_b2048,3.778907299041748,0.5,960,649.1335462778807,701.1955566704273,407.79350430704653,3063152640.0,159.62748819589615,701.1955566704273,407.79350430704653,159.62748819589615,,2048,32
0,4095,4096,30758,fier_g64_b1024,3.8055503368377686,0.25,960,649.1335462778807,695.9139313548803,408.1164482142776,3059220480.0,157.15478397905827,695.9139313548803,408.1164482142776,157.15478397905827,,1024,64
0,4095,4096,30758,fier_g64_b2048,3.825956106185913,0.5,960,649.1335462778807,691.4451345801353,405.24134421907365,3063152640.0,156.923487752676,691.4451345801353,405.24134421907365,156.923487752676,,2048,64
0,4095,4096,30758,bit2_qk_g32_b1024,4.038482666015625,0.25,960,649.1335462778807,1552.2333215922117,1257.184287218377,3850321920.0,160.79129588603973,1552.2333215922117,1257.184287218377,160.79129588603973,,1024,32
0,4095,4096,30758,bit2_qk_g32_b2048,3.8581316471099854,0.5,960,649.1335462778807,1536.6354323923588,1247.7496651951224,3854254080.0,159.53961603343487,1536.6354323923588,1247.7496651951224,159.53961603343487,,2048,32
0,4095,4096,30758,bit2_qk_g64_b1024,3.9616317749023438,0.25,960,649.1335462778807,1543.546425178647,1249.0703679230064,3850321920.0,159.53897584974766,1543.546425178647,1249.0703679230064,159.53897584974766,,1024,64
0,4095,4096,30758,bit2_qk_g64_b2048,4.044559478759766,0.5,960,649.1335462778807,1538.4337082505226,1248.9293108452111,3854254080.0,160.01907189190388,1538.4337082505226,1248.9293108452111,160.01907189190388,,2048,64
0,8191,8192,520,fier_g32_b1024,0.27454861998558044,0.125,960,667.1374011784792,710.8946666121483,423.20531196705997,6118440960.0,157.2954879105091,710.8946666121483,423.20531196705997,157.2954879105091,,1024,32
0,8191,8192,520,fier_g32_b2048,0.27407601475715637,0.25,960,667.1374011784792,716.8424297124147,426.5441599562764,6126305280.0,160.08806364238262,716.8424297124147,426.5441599562764,160.08806364238262,,2048,32
0,8191,8192,520,fier_g64_b1024,0.30592456459999084,0.125,960,667.1374011784792,712.8253299742937,422.7331838198006,6118440960.0,156.879904165864,712.8253299742937,422.7331838198006,156.879904165864,,1024,64
0,8191,8192,520,fier_g64_b2048,0.2736993730068207,0.25,960,667.1374011784792,713.6916555464268,425.4714553896338,6126305280.0,159.73663973808289,713.6916555464268,425.4714553896338,159.73663973808289,,2048,64
0,8191,8192,520,bit2_qk_g32_b1024,0.25494128465652466,0.125,960,667.1374011784792,1555.9183470904827,1261.8819513395429,7699906560.0,159.90316796302795,1555.9183470904827,1261.8819513395429,159.90316796302795,,1024,32
0,8191,8192,520,bit2_qk_g32_b2048,0.2707235515117645,0.25,960,667.1374011784792,1555.7692851871252,1262.5386553481221,7707770880.0,160.0488321185112,1555.7692851871252,1262.5386553481221,160.0488321185112,,2048,32
0,8191,8192,520,bit2_qk_g64_b1024,0.32531970739364624,0.125,960,667.1374011784792,1550.52706040442,1258.4671049509197,7699906560.0,159.40780773758888,1550.52706040442,1258.4671049509197,159.40780773758888,,1024,64
0,8191,8192,520,bit2_qk_g64_b2048,0.2931267023086548,0.25,960,667.1374011784792,1551.7070721834898,1261.0664963312447,7707770880.0,159.55372801423073,1551.7070721834898,1261.0664963312447,159.55372801423073,,2048,64
0,12287,12288,14981,fier_g32_b1024,0.11036674678325653,0.08333333333333333,960,1083.808708935976,737.9810158163309,448.3199043124914,9177661440.0,158.27302411198616,737.9810158163309,448.3199043124914,158.27302411198616,,1024,32
0,12287,12288,14981,fier_g32_b2048,0.10390833020210266,0.16666666666666666,960,1083.808708935976,738.016564399004,451.7460805885494,9189457920.0,157.66175995767117,738.016564399004,451.7460805885494,157.66175995767117,,2048,32
0,12287,12288,14981,fier_g64_b1024,0.09262580424547195,0.08333333333333333,960,1083.808708935976,739.0669770538807,445.8430077023804,9177661440.0,157.9386558830738,739.0669770538807,445.8430077023804,157.9386558830738,,1024,64
0,12287,12288,14981,fier_g64_b2048,0.11087828129529953,0.16666666666666666,960,1083.808708935976,738.5204527527094,451.54297629371285,9189457920.0,157.17945605516434,738.5204527527094,451.54297629371285,157.17945605516434,,2048,64
0,12287,12288,14981,bit2_qk_g32_b1024,0.325551301240921,0.08333333333333333,960,1083.808708935976,1582.3752712458372,1289.7782718036324,11549491200.0,159.63289619982243,1582.3752712458372,1289.7782718036324,159.63289619982243,,1024,32
0,12287,12288,14981,bit2_qk_g32_b2048,0.29951703548431396,0.16666666666666666,960,1083.808708935976,1585.6225788593292,1290.3549421839416,11561287680.0,159.4875841587782,1585.6225788593292,1290.3549421839416,159.4875841587782,,2048,32
0,12287,12288,14981,bit2_qk_g64_b1024,0.22252413630485535,0.08333333333333333,960,1083.808708935976,1595.716118812561,1297.6392309647053,11549491200.0,161.83302415907383,1595.716118812561,1297.6392309647053,161.83302415907383,,1024,64
0,12287,12288,14981,bit2_qk_g64_b2048,0.2538655400276184,0.16666666666666666,960,1083.808708935976,1587.144898250699,1293.8719999827445,11561287680.0,159.78556817770004,1587.144898250699,1293.8719999827445,159.78556817770004,,2048,64
0,16383,16384,279,fier_g32_b1024,0.7877835035324097,0.0625,960,1487.0478920638561,772.1343226730824,479.413792418316,12236881920.0,158.38143983483315,772.1343226730824,479.413792418316,158.38143983483315,,1024,32
0,16383,16384,279,fier_g32_b2048,0.8061150908470154,0.125,960,1487.0478920638561,764.8133542388678,477.2711994294077,12252610560.0,157.57737600803375,764.8133542388678,477.2711994294077,157.57737600803375,,2048,32
0,16383,16384,279,fier_g64_b1024,0.7408760190010071,0.0625,960,1487.0478920638561,766.2869282066822,475.6440323833376,12236881920.0,158.254911839962,766.2869282066822,475.6440323833376,158.254911839962,,1024,64
0,16383,16384,279,fier_g64_b2048,0.7399359941482544,0.125,960,1487.0478920638561,763.4020335972309,475.6167363729328,12252610560.0,157.46643206477165,763.4020335972309,475.6167363729328,157.46643206477165,,2048,64
0,16383,16384,279,bit2_qk_g32_b1024,0.6730740070343018,0.0625,960,1487.0478920638561,1623.0982635170221,1325.7462722901255,15399075840.0,162.5685761421919,1623.0982635170221,1325.7462722901255,162.5685761421919,,1024,32
0,16383,16384,279,bit2_qk_g32_b2048,0.7355157732963562,0.125,960,1487.0478920638561,1620.1750226318836,1324.578432859853,15414804480.0,162.57254427671432,1620.1750226318836,1324.578432859853,162.57254427671432,,2048,32
0,16383,16384,279,bit2_qk_g64_b1024,0.7792741656303406,0.0625,960,1487.0478920638561,1622.1253667026758,1326.0983992926776,15399075840.0,160.370112195611,1622.1253667026758,1326.0983992926776,160.370112195611,,1024,64
0,16383,16384,279,bit2_qk_g64_b2048,0.7516241669654846,0.125,960,1487.0478920638561,1618.1372236460447,1323.432735569775,15414804480.0,160.48249608278275,1618.1372236460447,1323.432735569775,160.48249608278275,,2048,64
