method,num_tokens,mean_nll,perplexity,mean_candidate_ratio,mean_prepack_ms,mean_decode_ms_per_token,mean_candidate_search_ms_per_token,mean_cache_update_ms_per_token,mean_selected_attention_ms_per_token,mean_candidate_search_ops_proxy,mean_topk_recall,mean_attention_mass_recall,mean_score_mae,mean_score_normalized_mae,mean_spearman_correlation,metadata_bytes_per_token,packed_k_bytes_per_token
bit2_qk_2mean_g32_b4096,128,1.7258509600825107,5.617299093734234,0.24903606455111665,416.2941724061966,648.4657886030618,5.414677066832155,7.794499193551019,150.48987800173927,3363922080.0,0.5912061929702759,0.9784592322394019,7.008645378344227,0.6265976294089342,0.6688302289767307,16,48
