block_idx,step,context_tokens,method,nll,candidate_ratio,prefix_ms_shared,prepack_ms,decode_ms,candidate_search_ms,cache_update_ms,selected_attention_ms,candidate_search_ops_proxy,topk_recall,budget,group_size
0,0,32768,full,6.70869255065918,1.0,8023.481238633394,0.0,360.56339740753174,4.691295945551246,14.788608998060226,259.6515862643719,0.0,,4096,0
0,1,32769,full,0.00543414568528533,1.0,8023.481238633394,0.0,368.43667179346085,6.170751995407045,17.1063095331192,261.11286464333534,0.0,,4096,0
0,2,32770,full,3.944615125656128,1.0,8023.481238633394,0.0,361.19840666651726,4.695135940797627,14.559339731931686,259.02080169320107,0.0,,4096,0
0,3,32771,full,1.769931435585022,1.0,8023.481238633394,0.0,362.2901029884815,4.6685439590364695,14.575500041246414,259.8062066435814,0.0,,4096,0
0,4,32772,full,0.2031051218509674,1.0,8023.481238633394,0.0,361.90806329250336,4.835615956690162,14.544691890478134,259.6884785294533,0.0,,4096,0
0,5,32773,full,7.061924934387207,1.0,8023.481238633394,0.0,362.66135051846504,4.502879959531128,14.834839850664139,259.45030349493027,0.0,,4096,0
0,6,32774,full,3.0192906856536865,1.0,8023.481238633394,0.0,362.2082769870758,4.848127929493785,14.697790145874023,259.9037750661373,0.0,,4096,0
0,7,32775,full,6.672183990478516,1.0,8023.481238633394,0.0,362.4647445976734,4.696223948150873,14.514800161123276,260.92546904087067,0.0,,4096,0
0,8,32776,full,0.30478930473327637,1.0,8023.481238633394,0.0,362.5244200229645,4.709439945407212,14.539428055286407,260.19737327098846,0.0,,4096,0
0,9,32777,full,0.6683253049850464,1.0,8023.481238633394,0.0,361.3082692027092,4.624479956459254,14.525465667247772,259.6518396437168,0.0,,4096,0
0,10,32778,full,0.2082466185092926,1.0,8023.481238633394,0.0,361.2114079296589,4.535711957141757,14.532402157783508,260.04195092618465,0.0,,4096,0
0,11,32779,full,1.3392713069915771,1.0,8023.481238633394,0.0,360.5693317949772,4.5784959541633725,14.611899852752686,260.13110119104385,0.0,,4096,0
0,12,32780,full,0.3072412610054016,1.0,8023.481238633394,0.0,360.804907977581,4.532447962090373,14.6627277135849,260.3932760357857,0.0,,4096,0
0,13,32781,full,2.929044008255005,1.0,8023.481238633394,0.0,360.8236685395241,4.673663952853531,14.513153582811356,259.9906554222107,0.0,,4096,0
0,14,32782,full,0.0014019908849149942,1.0,8023.481238633394,0.0,360.88036745786667,4.627775952219963,14.534980058670044,259.8739182651043,0.0,,4096,0
0,15,32783,full,3.1714258193969727,1.0,8023.481238633394,0.0,364.51392993330956,4.719807954970747,14.54392820596695,260.5548446178436,0.0,,4096,0
0,16,32784,full,3.406306028366089,1.0,8023.481238633394,0.0,362.1540851891041,4.802911962848157,14.54363763332367,260.008189201355,0.0,,4096,0
0,17,32785,full,0.7248373031616211,1.0,8023.481238633394,0.0,478.0098609626293,116.88041849341244,14.677535742521286,259.9559349119663,0.0,,4096,0
0,18,32786,full,0.22371025383472443,1.0,8023.481238633394,0.0,361.2270653247833,4.729023948777467,14.539361000061035,260.04492524266243,0.0,,4096,0
0,19,32787,full,4.857872486114502,1.0,8023.481238633394,0.0,361.62200570106506,4.697247948497534,14.531753957271576,260.43602883815765,0.0,,4096,0
0,20,32788,full,2.0872504711151123,1.0,8023.481238633394,0.0,361.94200441241264,4.567519954405725,14.516245573759079,260.8938849270344,0.0,,4096,0
0,21,32789,full,0.687964141368866,1.0,8023.481238633394,0.0,360.724288970232,4.833375953137875,14.518707990646362,259.2319660484791,0.0,,4096,0
0,22,32790,full,1.7057597637176514,1.0,8023.481238633394,0.0,360.9977178275585,4.890687953215092,14.530889689922333,259.92425361275673,0.0,,4096,0
0,23,32791,full,2.6870152950286865,1.0,8023.481238633394,0.0,361.3942340016365,4.93260793061927,14.514360576868057,260.2926696538925,0.0,,4096,0
0,24,32792,full,0.36341777443885803,1.0,8023.481238633394,0.0,362.63282969594,4.626623956952244,14.551769942045212,261.5470367372036,0.0,,4096,0
0,25,32793,full,1.0085622072219849,1.0,8023.481238633394,0.0,362.2592054307461,4.979647929780185,14.515899121761322,260.5343974530697,0.0,,4096,0
0,26,32794,full,0.9473350644111633,1.0,8023.481238633394,0.0,361.3632954657078,4.820351935457438,14.541707932949066,260.06121319532394,0.0,,4096,0
0,27,32795,full,0.535269021987915,1.0,8023.481238633394,0.0,361.78083345294,4.952383923809975,14.546729624271393,260.10316476225853,0.0,,4096,0
0,28,32796,full,1.1846050024032593,1.0,8023.481238633394,0.0,362.8820739686489,4.9197119432501495,14.530878514051437,260.616252630949,0.0,,4096,0
0,29,32797,full,0.6958791613578796,1.0,8023.481238633394,0.0,360.6637194752693,4.770463928580284,14.534883201122284,259.7735350430012,0.0,,4096,0
0,30,32798,full,3.186380386352539,1.0,8023.481238633394,0.0,360.7606813311577,4.836831926833838,14.525115489959717,259.2369607388973,0.0,,4096,0
0,31,32799,full,11.281769752502441,1.0,8023.481238633394,0.0,361.35995760560036,4.8930879244580865,14.526210725307465,260.08275148272514,0.0,,4096,0
0,32,32800,full,0.0908079519867897,1.0,8023.481238633394,0.0,362.7026453614235,4.880927938036621,14.537200331687927,262.0205134153366,0.0,,4096,0
0,33,32801,full,3.883958339691162,1.0,8023.481238633394,0.0,360.80285906791687,4.985183938173577,14.703426510095596,257.98480273783207,0.0,,4096,0
0,34,32802,full,3.0820865631103516,1.0,8023.481238633394,0.0,361.90924420952797,4.765791960293427,14.631059020757675,261.39027547836304,0.0,,4096,0
0,35,32803,full,5.591645240783691,1.0,8023.481238633394,0.0,360.55661737918854,4.933599920943379,14.527428895235062,259.03926488757133,0.0,,4096,0
0,36,32804,full,0.3203258514404297,1.0,8023.481238633394,0.0,360.00555008649826,4.900255922693759,14.516737312078476,258.9912003874779,0.0,,4096,0
0,37,32805,full,2.1511497497558594,1.0,8023.481238633394,0.0,360.0606620311737,4.990239910315722,14.528099447488785,258.52723255753517,0.0,,4096,0
0,38,32806,full,8.451581379631534e-05,1.0,8023.481238633394,0.0,359.6290908753872,4.509151962818578,14.508415013551712,258.2297620475292,0.0,,4096,0
0,39,32807,full,0.0012837749673053622,1.0,8023.481238633394,0.0,361.054427921772,4.341887978138402,14.522720128297806,259.3963839709759,0.0,,4096,0
0,40,32808,full,7.236533164978027,1.0,8023.481238633394,0.0,360.21387949585915,4.73289599083364,14.51139897108078,259.56067273020744,0.0,,4096,0
0,41,32809,full,3.2543604902457446e-05,1.0,8023.481238633394,0.0,360.1386435329914,4.7077439446002245,14.538411051034927,259.2482884824276,0.0,,4096,0
0,42,32810,full,1.4004435539245605,1.0,8023.481238633394,0.0,467.6976278424263,6.109471953008324,14.518842101097107,260.3406408429146,0.0,,4096,0
0,43,32811,full,0.028655270114541054,1.0,8023.481238633394,0.0,360.8079254627228,4.503871965920553,14.510460197925568,260.6494065821171,0.0,,4096,0
0,44,32812,full,0.0021592890843749046,1.0,8023.481238633394,0.0,360.1837046444416,4.5152319725602865,14.517847448587418,259.6037431359291,0.0,,4096,0
0,45,32813,full,1.4323129653930664,1.0,8023.481238633394,0.0,372.20246717333794,7.014879966154695,14.693297445774078,260.31597132980824,0.0,,4096,0
0,46,32814,full,1.2307274341583252,1.0,8023.481238633394,0.0,359.71079394221306,4.616799960378557,14.548446983098984,258.72022557258606,0.0,,4096,0
0,47,32815,full,4.501821517944336,1.0,8023.481238633394,0.0,361.12865805625916,4.594879950862378,14.529060572385788,259.78675016760826,0.0,,4096,0
0,48,32816,full,0.36721402406692505,1.0,8023.481238633394,0.0,361.4826127886772,4.699583965353668,14.522470533847809,260.4821111559868,0.0,,4096,0
0,49,32817,full,0.010777362622320652,1.0,8023.481238633394,0.0,360.43334007263184,4.5364799671806395,14.53293114900589,259.9929927587509,0.0,,4096,0
0,50,32818,full,6.382355690002441,1.0,8023.481238633394,0.0,358.74018445611,4.419071967713535,14.505632221698761,258.85459303855896,0.0,,4096,0
0,51,32819,full,0.25997084379196167,1.0,8023.481238633394,0.0,361.4504933357239,4.439007988898084,14.5430788397789,258.9372138977051,0.0,,4096,0
0,52,32820,full,3.884486198425293,1.0,8023.481238633394,0.0,360.2095730602741,4.44761597039178,14.549806714057922,259.6230688393116,0.0,,4096,0
0,53,32821,full,0.0013149671722203493,1.0,8023.481238633394,0.0,358.6522750556469,4.495935965329409,14.527738094329834,258.4812484383583,0.0,,4096,0
0,54,32822,full,0.002268124371767044,1.0,8023.481238633394,0.0,359.4075068831444,4.4527359693311155,14.680080115795135,258.67680007219315,0.0,,4096,0
0,55,32823,full,1.0192291736602783,1.0,8023.481238633394,0.0,359.07408595085144,4.309279975481331,14.51754942536354,259.6507815718651,0.0,,4096,0
0,56,32824,full,0.5885044932365417,1.0,8023.481238633394,0.0,357.36385732889175,4.186303987400606,14.523852616548538,258.49584022164345,0.0,,4096,0
0,57,32825,full,2.8225531578063965,1.0,8023.481238633394,0.0,357.7474020421505,4.269407978514209,14.499731361865997,258.50985853374004,0.0,,4096,0
0,58,32826,full,0.8379571437835693,1.0,8023.481238633394,0.0,359.37851294875145,4.440607966389507,14.530569314956665,259.2748503983021,0.0,,4096,0
0,59,32827,full,3.4665815830230713,1.0,8023.481238633394,0.0,360.6464974582195,4.833311938680708,14.527294784784317,259.8430689275265,0.0,,4096,0
0,60,32828,full,5.307144641876221,1.0,8023.481238633394,0.0,360.44055595993996,4.359487975481898,14.58624005317688,259.6194861829281,0.0,,4096,0
0,61,32829,full,0.027756281197071075,1.0,8023.481238633394,0.0,360.67765578627586,4.330335980746895,14.735527336597443,258.8493147790432,0.0,,4096,0
0,62,32830,full,0.002351972972974181,1.0,8023.481238633394,0.0,358.86571928858757,4.289055977249518,14.523707330226898,259.3074261248112,0.0,,4096,0
0,63,32831,full,0.1882605105638504,1.0,8023.481238633394,0.0,359.98354852199554,4.542687958106399,14.515362679958344,259.7795821428299,0.0,,4096,0
0,64,32832,full,1.2005904912948608,1.0,8023.481238633394,0.0,358.80958288908005,4.231679985532537,14.525037258863449,259.4415687173605,0.0,,4096,0
0,65,32833,full,0.017132380977272987,1.0,8023.481238633394,0.0,471.9160720705986,5.323711987584829,14.524802565574646,260.42627334594727,0.0,,4096,0
0,66,32834,full,1.217478632926941,1.0,8023.481238633394,0.0,358.4503084421158,4.315455975942314,14.535900205373764,258.88592283427715,0.0,,4096,0
0,67,32835,full,6.2838134765625,1.0,8023.481238633394,0.0,380.4545849561691,4.603391957236454,14.519590884447098,275.48262175917625,0.0,,4096,0
0,68,32836,full,0.13137243688106537,1.0,8023.481238633394,0.0,360.91215908527374,4.608543973881751,14.591250568628311,260.04028606414795,0.0,,4096,0
0,69,32837,full,0.832179844379425,1.0,8023.481238633394,0.0,359.57543924450874,4.61062395432964,14.528851956129074,259.217567384243,0.0,,4096,0
0,70,32838,full,5.831239700317383,1.0,8023.481238633394,0.0,359.75098237395287,4.386399974813685,14.545470476150513,259.4953268766403,0.0,,4096,0
