method,num_tokens,mean_nll,perplexity,mean_candidate_ratio,mean_prepack_ms,mean_decode_ms_per_token,mean_candidate_search_ms_per_token,mean_cache_update_ms_per_token,mean_selected_attention_ms_per_token,mean_candidate_search_ops_proxy,mean_topk_recall
bit2_qk_cuda_popc_g64_b4096,512,2.0984417343735515,8.153454760058606,0.2490360645511164,0.0,571.6610114177456,28.64707192383912,7.4495506851235405,144.93594240750826,15490334880.0,
bit2_qk_group_mean2_g64_b4096,512,2.072061498938652,7.941176983242323,0.2490360645511164,0.0,707.8602127294289,169.41948635580866,7.486791757401079,144.0546960321808,15490334880.0,
bit2_qk_group_mean4_g64_b4096,512,2.0723658462908965,7.943594227253127,0.2490360645511164,0.0,825.2877191844163,285.4162675472644,7.489877811167389,144.298739967664,15490334880.0,
